latitude,longitude
-33.861481,151.205475
-34.928661,138.598633
-41.05584,145.903748
-34.928661,138.598633
-31.95224,115.861397
-37.813938,144.963425
-29.949369,114.982101
-27.47101,153.024292
-37.966667,145.066667
-12.45722,130.836639
-28.00029,153.430878
-37.813938,144.963425
-36.2,146.966667
-33.861481,151.205475
-27.616667,152.766667
-37.813938,144.963425
-27.883333,149.566667
-26.4849,147.974197
-31.95224,115.861397
-33.933333,147.25
-27.47101,153.024292
-32.24295,148.604843
-23.933333,151.35
-23.9475,151.374878
-33.861481,151.205475
-24.416667,150.5
-27.42395,117.897392
-27.616667,152.766667
-34.46825,138.997665
-37.931671,145.440933
-31.95224,115.861397
-31.95224,115.861397
-34.928661,138.598633
-33.652489,115.345497
-37.822891,147.610413
-33.861481,151.205475
-33.861481,151.205475
-33.861481,151.205475
-35.0,138.633333
-33.861481,151.205475
-27.47101,153.024292
-33.480942,145.534348
-27.47101,153.024292
-37.813938,144.963425
-31.95224,115.861397
-34.443111,116.036888
-32.387878,150.689346
-34.45,138.35
-37.2,144.1
-37.813938,144.963425
-31.95224,115.861397
-33.861481,151.205475
-34.928661,138.598633
-35.125771,147.353745
-20.725229,139.497269
-34.816667,140.216667
-31.95224,115.861397
-33.933333,138.166667
-38.17828,146.260986
-27.47101,153.024292
-37.136631,142.520462
-37.813938,144.963425
-31.95224,115.861397
-35.27603,149.13435
-37.813938,144.963425
-16.816667,145.716667
-31.95224,115.861397
-34.551048,146.404831
-27.47101,153.024292
-27.56056,151.953857
-31.95224,115.861397
-33.833333,151.083333
-37.813938,144.963425
-16.92304,145.766251
-37.813938,144.963425
-31.961729,141.459976
-34.928661,138.598633
-33.861481,151.205475
-36.2,146.966667
-35.27603,149.13435
-34.424,150.893448
-35.27603,149.13435
-37.813938,144.963425
-37.813938,144.963425
-37.2,143.95
-27.47101,153.024292
-23.697479,133.883621
-31.95224,115.861397
-20.725229,139.497269
-33.65,115.033333
-27.47101,153.024292
-37.813938,144.963425
-30.70953,150.041214
-34.928661,138.598633
-28.00029,153.430878
-35.27603,149.13435
-35.27603,149.13435
-27.47101,153.024292
-37.813938,144.963425
-33.86013,121.882591
-37.813938,144.963425
-37.483333,144.983333
-27.08465,152.951096
-33.861481,151.205475
-33.861481,151.205475
-31.95224,115.861397
-33.861481,151.205475
-33.861481,151.205475
-12.45722,130.836639
-37.813938,144.963425
-33.4244,151.343994
-38.153461,144.358093
-28.64201,153.611938
-33.417358,149.581284
-33.861481,151.205475
-33.861481,151.205475
-37.584888,141.402969
-37.813938,144.963425
-34.424,150.893448
-35.003101,117.865952
-27.47101,153.024292
-26.797091,153.137711
-34.928661,138.598633
-19.26639,146.805695
-29.46278,149.841568
-27.47101,153.024292
-33.861481,151.205475
-33.861481,151.205475
-27.65583,151.855316
-31.95224,115.861397
-33.895489,148.164383
-36.07494,146.923935
-31.95224,115.861397
-31.95224,115.861397
-37.649872,142.343933
-37.813938,144.963425
-37.813938,144.963425
-38.153461,144.358093
-16.92304,145.766251
-33.861481,151.205475
-32.15,116.0
-33.861481,151.205475
-34.477501,150.420395
-34.928661,138.598633
-36.358459,146.320557
-26.66008,153.099533
-27.56056,151.953857
-33.861481,151.205475
-33.861481,151.205475
-27.47101,153.024292
-25.285,152.873
-35.003101,117.865952
-37.813938,144.963425
-28.00029,153.430878
-33.861481,151.205475
-37.813938,144.963425
-37.813938,144.963425
-33.861481,151.205475
-38.153461,144.358093
-36.62009,142.466766
-17.955379,122.23922
-31.95224,115.861397
-32.927792,151.784485
-33.861481,151.205475
-33.861481,151.205475
-37.833333,145.0
-33.861481,151.205475
-31.95224,115.861397
-16.92304,145.766251
-26.394329,153.090103
-37.813938,144.963425
-34.833333,138.483333
-38.016667,145.166667
-33.4244,151.343994
-33.484329,151.324707
-37.813938,144.963425
-34.911079,137.799026
-33.861481,151.205475
-12.45722,130.836639
-33.861481,151.205475
-12.45722,130.836639
-24.866211,152.3479
-37.813938,144.963425
-37.813938,144.963425
-34.45002,150.445724
-23.697479,133.883621
-23.697479,133.883621
-35.27603,149.13435
-27.47101,153.024292
-33.861481,151.205475
-31.95224,115.861397
-37.813938,144.963425
-31.95224,115.861397
-32.526901,115.721703
-33.861481,151.205475
-33.86013,121.882591
-28.133333,153.466667
-36.758179,144.280243
-34.928661,138.598633
-37.813938,144.963425
-32.927792,151.784485
-31.95224,115.861397
-34.928661,138.598633
-37.813938,144.963425
-34.928661,138.598633
-37.813938,144.963425
-37.56266,143.862579
-30.296261,153.11351
-35.27603,149.13435
-37.04562,143.739227
-31.95224,115.861397
-33.583333,115.083333
-33.35,151.433333
-31.95224,115.861397
-31.766667,116.35
-33.713032,150.311737
-37.869,144.693
-38.153461,144.358093
-36.38047,145.398666
-27.47101,153.024292
-37.813938,144.963425
-33.861481,151.205475
-31.961729,141.459976
-33.861481,151.205475
-31.95224,115.861397
-37.84539,144.077377
-37.84539,144.077377
-26.189159,152.658188
-33.75,150.7
-37.683392,144.585434
-37.813938,144.963425
-27.47101,153.024292
-34.928661,138.598633
-33.861481,151.205475
-33.861481,151.205475
-32.15,116.0
-31.95224,115.861397
-27.47101,153.024292
-37.813938,144.963425
-41.105591,146.826065
-35.27603,149.13435
-34.928661,138.598633
-34.2,116.166667
-33.861481,151.205475
-31.95224,115.861397
-28.00029,153.430878
-36.731258,149.983276
-37.813938,144.963425
-37.813938,144.963425
-36.758179,144.280243
-33.861481,151.205475
-37.813938,144.963425
-31.95224,115.861397
-33.861481,151.205475
-33.861481,151.205475
-35.27603,149.13435
-35.27603,149.13435
-33.861481,151.205475
-28.00029,153.430878
-28.00029,153.430878
-37.813938,144.963425
-34.928661,138.598633
-33.384361,148.007599
-33.861481,151.205475
-34.751549,149.720856
-21.354429,148.114944
-33.861481,151.205475
-38.166667,144.35
-27.47101,153.024292
-26.797091,153.137711
-28.79311,153.593918
-27.616667,152.766667
-41.438759,147.134674
-33.766667,150.916667
-19.26639,146.805695
-34.928661,138.598633
-33.861481,151.205475
-32.927792,151.784485
-28.17561,153.542007
-31.95224,115.861397
-27.47101,153.024292
-31.95224,115.861397
-31.95224,115.861397
-37.813938,144.963425
-33.861481,151.205475
-34.928661,138.598633
-31.95224,115.861397
-36.616667,143.466667
-32.832111,151.356232
-32.526901,115.721703
-33.861481,151.205475
-27.47101,153.024292
-27.47101,153.024292
-37.813938,144.963425
-34.928661,138.598633
-37.971321,146.983658
-33.953602,115.073914
-27.47101,153.024292
-33.861481,151.205475
-35.27603,149.13435
-33.861481,151.205475
-34.424,150.893448
-34.75,139.55
-34.928661,138.598633
-31.95224,115.861397
-37.813938,144.963425
-34.928661,138.598633
-37.813938,144.963425
-19.26639,146.805695
-27.47101,153.024292
-28.00029,153.430878
-27.47101,153.024292
-32.433333,149.583333
-37.813938,144.963425
-31.95224,115.861397
-31.95224,115.861397
-31.649321,116.674232
-31.649321,116.674232
-21.15345,149.165543
-30.50828,151.671234
-36.416667,145.066667
-37.813938,144.963425
-34.928661,138.598633
-34.928661,138.598633
-34.928661,138.598633
-36.121792,146.888092
-37.813938,144.963425
-16.483829,145.467255
-36.616667,143.466667
-31.95224,115.861397
-27.47101,153.024292
-27.47101,153.024292
-26.59524,118.493927
-31.95224,115.861397
-37.831799,140.77919
-27.47101,153.024292
-33.861481,151.205475
-37.883333,147.95
-35.5,149.0
-32.24295,148.604843
-37.813938,144.963425
-31.95224,115.861397
-34.424,150.893448
-42.883209,147.331665
-37.813938,144.963425
-27.47101,153.024292
-31.95224,115.861397
-12.45722,130.836639
-31.95224,115.861397
-34.424,150.893448
-37.963402,147.082596
-37.813938,144.963425
-37.813938,144.963425
-27.47101,153.024292
-33.42979,151.371445
-37.813938,144.963425
-38.11095,147.068024
-37.813938,144.963425
-34.928661,138.598633
-31.95224,115.861397
-27.883333,153.133333
-37.813938,144.963425
-31.95224,115.861397
-34.424,150.893448
-27.47101,153.024292
-36.07494,146.923935
-19.26639,146.805695
-25.933333,114.25
-33.861481,151.205475
-35.27603,149.13435
-37.813938,144.963425
-25.9,139.366667
-31.95224,115.861397
-37.931671,145.440933
-42.883209,147.331665
-34.928661,138.598633
-32.927792,151.784485
-27.47101,153.024292
-38.626591,145.722595
-34.424,150.893448
-28.32732,153.393387
-32.433333,149.583333
-33.861481,151.205475
-33.861481,151.205475
-34.88422,150.600357
-35.27603,149.13435
-35.706581,150.175415
-27.47101,153.024292
-33.090969,148.869965
-33.861481,151.205475
-28.00029,153.430878
-33.861481,151.205475
-27.233333,153.116667
-37.813938,144.963425
-19.26639,146.805695
-33.861481,151.205475
-33.032681,137.564835
-26.241699,151.940475
-31.201651,121.67083
-33.861481,151.205475
-33.861481,151.205475
-37.813938,144.963425
-33.861481,151.205475
-31.43084,152.908936
-31.95224,115.861397
-28.00029,153.430878
-33.861481,151.205475
-27.47101,153.024292
-33.861481,151.205475
-38.17828,146.260986
-35.15,138.466667
-27.616667,152.766667
-12.45722,130.836639
-31.95224,115.861397
-37.813938,144.963425
-27.47101,153.024292
-33.861481,151.205475
-31.95224,115.861397
-31.961729,141.459976
-33.861481,151.205475
-34.928661,138.598633
-33.861481,151.205475
-28.778971,114.614594
-38.166667,145.3
-35.27603,149.13435
-34.823879,138.884674
-37.813938,144.963425
-33.861481,151.205475
-32.24295,148.604843
-37.666667,141.516667
-30.296261,153.11351
-32.15,116.0
-34.976231,116.731331
-28.00029,153.430878
-38.15,141.883333
-36.121792,146.888092
-33.861481,151.205475
-33.861481,151.205475
-37.813938,144.963425
-16.92304,145.766251
-33.861481,151.205475
-33.861481,151.205475
-31.43084,152.908936
-33.861481,151.205475
-33.861481,151.205475
-34.928661,138.598633
-41.438759,147.134674
-34.928661,138.598633
-27.47101,153.024292
-34.928661,138.598633
-37.813938,144.963425
-34.928661,138.598633
-28.17561,153.542007
-37.813938,144.963425
-33.482471,150.136307
-31.95224,115.861397
-38.1,145.866667
-33.482471,150.136307
-33.861481,151.205475
-27.47101,153.024292
-27.47101,153.024292
-35.527409,144.959579
-33.861481,151.205475
-16.92304,145.766251
-27.616667,152.766667
-33.861481,151.205475
-37.813938,144.963425
-34.373859,137.673325
-32.336111,115.748611
-41.438759,147.134674
-33.861481,151.205475
-35.27603,149.13435
-37.813938,144.963425
-16.92304,145.766251
-34.928661,138.598633
-34.928661,138.598633
-37.233333,145.933333
-34.424,150.893448
-37.8,145.316667
-32.927792,151.784485
-19.26639,146.805695
-38.576889,146.019333
-28.778971,114.614594
-28.03484,151.980576
-37.931671,145.440933
-37.813938,144.963425
-32.276821,115.729782
-28.52383,153.532227
-36.758179,144.280243
-37.813938,144.963425
-41.8,147.4
-27.47101,153.024292
-33.861481,151.205475
-33.861481,151.205475
-36.758179,144.280243
-27.47101,153.024292
-27.47101,153.024292
-37.813938,144.963425
-37.813938,144.963425
-33.861481,151.205475
-33.861481,151.205475
-33.861481,151.205475
-37.813938,144.963425
-36.07494,146.923935
-31.95224,115.861397
-37.813938,144.963425
-33.861481,151.205475
-33.861481,151.205475
-33.42979,151.371445
-23.38032,150.505951
-19.26639,146.805695
-33.861481,151.205475
-33.861481,151.205475
-37.813938,144.963425
-29.73485,151.738495
-33.861481,151.205475
-33.816667,151.0
-33.032681,137.564835
-34.928661,138.598633
-32.15,116.0
-32.05,115.766667
-37.375198,140.836777
-34.928661,138.598633
-25.285,152.873
-35.125771,147.353745
-31.95224,115.861397
-37.813938,144.963425
-37.813938,144.963425
-32.495972,137.772812
-32.927792,151.784485
-37.813938,144.963425
-31.95224,115.861397
-42.883209,147.331665
-38.153461,144.358093
-33.933333,147.25
-28.86414,153.565414
-42.030811,147.492691
-37.813938,144.963425
-36.140572,144.751846
-27.47101,153.024292
-35.27603,149.13435
-27.47101,153.024292
-37.813938,144.963425
-34.928661,138.598633
-33.861481,151.205475
-33.1581,151.534775
-41.438759,147.134674
-33.865768,150.640213
-33.861481,151.205475
-34.928661,138.598633
-34.928661,138.598633
-34.928661,138.598633
-34.85,138.466667
-41.438759,147.134674
-29.049459,152.019516
-27.47101,153.024292
-37.813938,144.963425
-32.276821,115.729782
-38.1,145.133333
-35.359058,150.472473
-31.95224,115.861397
-35.252258,139.45546
-34.928661,138.598633
-27.47101,153.024292
-34.928661,138.598633
-21.15345,149.165543
-37.883333,145.166667
-33.861481,151.205475
-33.861481,151.205475
-34.928661,138.598633
-33.28273,151.4254
-35.27603,149.13435
-34.424,150.893448
-31.95224,115.861397
-33.861481,151.205475
-27.47101,153.024292
-37.813938,144.963425
